Pays,GDP,Internet connection speeds,Alcohol consumption,Intentional homicide rate,Military expenditures,Human Dev Index,Democracy Index,Tertiary education atteinment,Importance religion,Christianity%,Islam%,Buddhism%,Jewish%,Under-five mortality,Age criminal responsibility,Minimum wage,External debt,Income equality,Health Expenditure,Suicide Rate,Fertility rate,Tobacco Consumption,Obesity Rate,Internet User,Median Age,EcoFreedom,Oil Production,PopGrowthRate,Life Expectancy,Meat consumption,Incarceration rate,Literacy Rate,WAgeFirstMarriage,Spending Education,Homeless Population,Milk Consumption,Journal Articles,Books Publised,Food Energy,Yearly Temperature
Sri Lanka,394.0,102.70086314874635,4.3,2.4,2.1335104499147355,0.782,6.14,40.999999999606246,100.0,7.5,9.7,69.3,0.013000000136969447,7.1,12.0,671.0,68.0,39.8,1390.9131434368524,12.9,2.188,28.3,5.2,33.5,33.7,56.4,3193.999999820313,0.35,76.9,6.6,135.0,81.0,23.8,2.8,35.30000000010796,34.98,63.499,4115.0,2370.0,26.95
Sudan,815.0,-11.847209694215223,0.5,5.1,10.066126466771433,0.51,2.54,40.99999999956094,93.0,1.5,97.0,0.05,0.013000000164822723,58.4,12.0,84.0,121.0,35.4,491.1514960974705,4.8,4.347,30.29999999991739,6.6,29.9,18.3,47.7,3193.9999999485444,2.38,69.1,21.0,52.0,24.3,22.7,2.2,623.0,155.2,9.521,2854.000000041444,2280.0,26.9
Suriname,636.0,44.477539801291016,5.1,5.4,2.0741100046676557,0.738,6.82,40.99999999987722,84.00000000042178,51.5,14.3,0.6,0.0013,18.0,13.000000001562512,1895.000000004984,30.0,57.6,1777.395057680354,25.9,2.394,30.29999999997628,26.4,47.9,31.0,48.1,30465.0,0.87,71.5,40.3,183.0,76.0,29.3,4.300000000016581,35.30000000004867,48.97,29.514,47.0,2460.0,25.7
Sweden,52896.0,169.0,9.2,1.1,6.456379989969439,0.945,9.26,46.0,17.0,64.3,8.1,0.4,0.095,2.6,15.0,1895.0000000260625,169.0,28.8,5434.0,12.4,1.7,52.7,20.6,95.8,41.1,75.2,3194.000000097265,0.72,82.4,76.1,68.0,64.60000000003062,33.5,7.7,36.0,341.23,2047.908,4074.0,3110.0,2.1
Switzerland,85135.0,188.69,11.5,0.6,5.8601365975723585,0.955,8.83,49.0,41.0,68.0,5.2,0.4,0.12,4.0,10.0,1895.000000043503,285.0,32.7,7280.0,9.8,1.48,28.5,19.5,93.2,42.7,81.9,3194.0000001598964,0.83,83.92,72.9,80.0,64.60000000008479,30.1,5.1,6.0,318.69,2507.621,12156.0,3450.0,5.5
Syria,1194.0,105.42654061203092,0.3,0.9,38.004620485331074,0.567,1.43,40.999999999859995,89.0,10.0,87.0,0.04999999994817017,0.00063,21.5,10.0,96.0,24.0,35.8,497.807499299287,2.1,2.771,30.29999999988891,27.8,36.9,23.5,60.999999993243705,1627.0,0.2,72.7,21.2,60.0,39.0,26.3,5.1,3753.0,111.43,16.229,1138.0,3040.0,17.75
Tajikistan,894.0,34.64271319108394,3.3,1.6,2.5001770510158305,0.668,1.94,40.99999999953303,85.0,1.4,97.9,0.05,0.013000000023225766,33.8,14.0,315.0,38.0,34.0,3304.640994644916,5.3,3.556,30.299999999949506,14.2,21.5,25.3,55.6,20.0,2.06,69.5,8.7,121.0,98.1,22.5,5.2,35.30000000003622,54.54,6.813,132.0,2190.0,2.0
Tanzania,1084.0,44.27980122926152,9.4,6.5,2.039386203859701,0.529,5.1,40.99999999962199,89.0,61.4,35.2,0.05,0.013000000018280389,50.3,7.0,209.0,34.0,40.5,2896.422236357582,8.2,4.832,23.6,8.4,16.3,18.2,60.2,3193.9999999956926,3.06,67.3,10.0,59.0,43.5,18.9,3.4,35.30000000004577,40.29,10.708,172.0,2020.0,22.35
Thailand,7785.0,206.81,8.3,2.6,4.129351121666345,0.777,6.04,40.99999999976876,97.0,1.2,5.4,93.2,0.0013,9.0,7.0,3316.0,33.0,36.4,2003.1322463776592,8.0,1.514,31.8,10.0,52.6,39.0,68.3,3667.0,0.22,77.7,27.9,449.0,78.7,21.0,4.1,0.4,29.35,181.722,6750.0,2540.0,26.3
Togo,899.0,27.97395010665656,3.1,8.769692641182758,4.171255979799238,0.515,2.8,40.99999999952888,80.0,29.0,20.0,0.05,0.013000000002023171,66.9,13.000000000230102,717.0,26.0,43.1,961.9698551132783,14.8,4.259,12.2,8.4,12.2,20.0,50.3,3194.000000086089,2.45,64.3,8.5,67.0,20.4,22.3,5.0,211.0,7.96,10.901,2854.0000003124587,2150.0,27.15
Trinidad and Tobago,16637.0,79.89,8.4,30.6,2.4175401112139956,0.796,7.16,41.00000000003314,92.0,57.6,5.8,0.3,0.012999999704618403,17.5,13.000000000703949,4619.0,76.0,40.3,5422.786781253779,8.3,1.711,30.300000000009362,18.6,76.2,37.8,57.0,44054.0,0.26,76.1,57.8,292.0,82.8,29.2,3.1,35.300000000074704,103.8,151.816,2854.000000271946,2700.0,25.75
Tunisia,3318.0,52.28662473910589,1.9,3.1,3.1747875612903416,0.74,6.59,40.999999999744716,93.0,0.1,99.8,0.05,0.0063,16.9,13.0,1902.0,97.0,32.8,4915.346334695767,3.2,2.174,39.7,26.9,55.3,32.7,55.4,4275.0,1.09,77.0,25.5,194.0,39.8,28.7,6.6,35.29999999989326,114.47,481.185,720.0,3330.0,19.2
Turkey,9127.0,75.04290047219871,2.0,2.6,6.385886100256592,0.82,4.48,28.0,82.0,0.2,89.5,0.05,0.094,10.0,12.0,7288.0,63.0,41.9,1224.0,2.3,2.055,35.4,32.01,75.4,32.2,64.6,622.0,1.37,78.6,19.3,335.0,88.1,24.8,4.4,8.5,193.94,407.286,75667.0,3500.0,9.9
Turkmenistan,8124.0,29.08239604948858,5.4,4.2,5.529027837423083,0.715,1.72,40.9999999997321,80.0,9.0,93.7,0.05,0.0013,42.0,14.0,1834.0,1.0,40.8,4680.974245242729,6.1,2.74,30.299999999959624,18.6,20.9,29.2,48.4,42549.0,1.61,69.7,41.7,552.0,97.6,23.3,3.0,35.30000000013746,137.09,0.684,450.0,2740.0,15.1
Uganda,737.0,31.459413399096434,9.5,10.5,2.9925392151593515,0.544,4.94,40.99999999961511,93.0,88.6,14.0,0.05,0.013000000072736384,45.8,12.0,417.0,24.0,42.8,2135.9588347769773,10.4,4.824,25.2,5.3,23.8,15.7,59.7,3193.9999999493593,3.23,66.7,11.7,124.0,36.1,18.2,2.6,143.0,37.27,15.75,288.0,2220.0,22.8
Ukraine,3496.0,67.52,8.6,6.2,2.606292211509792,0.779,5.81,40.999999999724594,46.0,81.9,1.7,0.05,0.3,8.4,14.0,3018.0,81.0,26.1,3408.0627381704953,17.7,1.228,38.8,24.1,66.6,41.2,52.3,720.0,-0.49,73.0,32.3,148.0,100.0,25.0,5.4,168.0,145.03,234.597,24416.0,3290.0,8.3
United Arab Emirates,43103.0,151.09,3.8,0.5,10.456220208187819,0.89,2.7,41.000000002161244,91.0,9.0,76.0,2.0,0.012999996949247361,7.5,7.0,1894.9999999886204,59.0,32.5,989.3141718554793,5.2,1.387,21.8,31.7,92.5,38.4,77.1,335103.0,1.39,76.1,74.4,104.0,42.1,25.3,1.3,35.30000000105866,132.66,326.551,293.0,3170.0,27.0
United Kingdom,41855.0,92.63,11.4,1.2,2.2,0.932,8.54,49.0,27.0,59.3,6.3,0.4,1.8,4.3,11.0,23656.0,345.0,34.8,4290.0,6.9,1.65,35.2,27.8,96.8,40.6,78.9,14284.0,0.58,81.4,79.6,126.49999999996544,64.59999999993047,31.5,5.5,54.4,232.2,1454.849,188000.0,3450.0,8.45
United States,65134.0,191.97,9.8,5.0,3.7,0.926,7.92,47.0,69.0,69.0,1.1,1.2,36.0,6.5,13.000000003961759,1508.0,102.0,41.4,10637.0,14.5,1.705,32.3,36.2,95.5,38.5,76.8,35922.0,0.71,78.4,124.8,639.0,64.59999999978857,28.0,5.0,17.7,254.69,1292.61,275232.0,3800.0,8.55
Uruguay,1619.0,53.88,10.8,12.1,2.282145227461988,0.817,8.61,40.999999999729994,41.0,58.1,0.05,0.05,0.11,7.1,13.0,6103.0,50.0,39.7,3833.4167471427713,18.8,1.963,39.0,27.9,68.4,35.5,68.6,3194.0000000679283,0.36,77.1,98.6,337.0,97.1,24.0,4.9,35.30000000001115,210.54,247.008,3231.0,2840.0,17.55
Uzbekistan,1756.0,39.2,2.7,1.1,2.8076097675166167,0.72,2.12,40.999999999664794,59.0,2.6,88.7,0.05,0.019,17.4,13.0,862.0,24.0,35.3,2072.417645295378,8.3,2.785,16.1,16.6,51.4,30.1,53.3,1682.0,1.41,73.0,20.7,68.0,99.8,22.4,6.3,35.2999999999646,130.81,10.9,1003.0,2560.0,12.05
Venezuela,4733.0,-66.1636689039488,5.6,36.7,0.5784298540786454,0.711,2.76,40.999999999716465,79.0,88.0,0.4,0.05,0.044,24.2,13.00000000072032,10.32,23.0,46.9,1441.10459018642,2.1,2.25,30.300000000066433,25.6,71.2,30.0,25.9,18821.0,1.26,73.9,56.6,134.0,88.1,22.7,3.6,35.299999999857675,117.79,22.121,2275.0,2650.0,25.35
Vietnam,2715.0,66.38,8.3,1.5,1.7394599144285974,0.704,2.94,40.9999999996615,30.0,8.2,0.1,16.4,0.012999999973601462,19.9,14.0,1437.0,26.0,35.7,-85.98940393733119,7.2,2.05,30.300000000047447,2.1,71.4,31.9,55.3,3194.0,1.0,73.7,28.6,128.0,76.9,22.8,4.3,16.6,16.36,44.858,24589.0,2780.0,24.45
Yemen,855.0,57.09222517808229,0.1,6.8,15.433125812062933,0.47,1.95,40.999999999756824,99.0,0.01,99.2,0.05,0.012999999849114374,58.4,7.0,1895.0000000016807,21.0,36.7,1085.726197895996,7.1,3.7,30.9,17.1,26.5,19.8,60.999999999204874,797.0,2.33,66.6,14.7,53.0,13.7,23.0,5.2,1294.0,43.97,4.807,2854.0000000870787,2050.0,23.85
Zambia,1292.0,26.11876166326141,4.8,5.4,2.1378503504557838,0.584,4.86,40.99999999949716,95.0,95.5,1.0,0.05,0.013000000262820777,61.7,8.0,925.0,45.0,57.1,427.6547979206234,14.4,4.559,19.9,8.1,27.4,16.9,53.6,3194.0000000009313,2.97,62.5,11.9,123.0,52.3,18.7,1.3,35.29999999997102,9.71,12.275,2853.999999707099,1880.0,21.4
Zimbabwe,1464.0,23.98129375890511,4.8,7.5,10.565210495261644,0.571,3.16,40.99999999960903,88.0,0.87,0.7,0.05,0.0013,54.6,7.0,1895.0000000056389,77.0,44.3,-819.0841637420299,23.6,3.531,18.3,15.5,31.0,20.5,40.4,3194.0000002628076,2.28,60.7,15.2,127.0,81.1,19.9,6.1,848.0,31.9,24.864,232.0,2210.0,21.0
